name;area;employer;salary;experience;monthly_hours
Логист Ati.su. Менеджер по работе с перевозчиками/транспортной логистике;Томск;ГАБАРИТ;75000.0;1;168.0
Логист (собственный транспорт);Нижний Новгород;Пари-Доставка;160000.0;3;168.0
Менеджер по логистике;Москва;ТЭКАР;;3;168.0
Менеджер по логистике;Екатеринбург;Ли Хуа Групп;105000.0;1;168.0
Логист-Экспедитор;Санкт-Петербург;Верста;75000.0;1;189.0
Менеджер по логистике;Набережные Челны;ВОЛГА-ЗИТАР;70000.0;1;168.0
Логист/специалист по транспортным перевозкам;Минск;Производственная Компания;;3;168.0
Специалист по материальной поддержке Линейной Станции Техобслуживания (логист);Екатеринбург;Уральские авиалинии, Авиакомпания;50000.0;0;180.0
Менеджер по логистике (Экспедирование);Калининград;Фотон-Инвест;120000.0;1;168.0
Менеджер по логистике;Ростов-на-Дону;Поволжье-Транс;120000.0;1;168.0
Логист по доставкам (Черняховского, 82/2);Екатеринбург;Управляющая Компания Луч;70000.0;0;189.0
Customs and Logistics Specialist;Алматы;АТЮ Дьюти Фри Казахстан (ATU Duty Free Kazakhstan);;1;168.0
Менеджер по логистике по работе с собственным транспортом компании;Тюмень;Гринлогистик;100000.0;3;157.5
Диспетчер-логист по вывозу мусора;Москва;Транслогистика;90000.0;1;168.0
Менеджер по логистике (собственный транспорт);Нижний Новгород;Поволжье-Транс;150000.0;1;168.0
Менеджер (логист) по железнодорожным грузоперевозкам;Барнаул;Сибирьтранс;125000.0;1;168.0
Логист - Координатор коммерческого отдела;Москва;МБ МСК;110000.0;1;180.0
Транспортный логист;Санкт-Петербург;Севзапнефтепродукт;85000.0;0;240.0
Логист/Экспедитор;Воронеж;РусТрансАвто;107500.0;1;168.0
Логист-Экспедитор;Йошкар-Ола;Санлогистика;57500.0;0;168.0
Диспетчер-логист;Санкт-Петербург;Ремпролайн;60000.0;0;180.0
Специалист по логистике;Серпухов (Московская область);Фарос;80000.0;1;168.0
Логист;Люберцы  (Московская область);ВЕНТСТОР;110000.0;1;168.0
Логист / менеджер по транспортной логистике (FTL);Краснодар;М-Групп;300000.0;1;168.0
Логист по автоперевозкам;Екатеринбург;Строительно-инвестиционная компания;108500.0;1;168.0
Логист-механик;Самара;Дубинкин Александр Владимирович;70000.0;1;168.0
Помощник менеджера по логистике;Минск;Мерчулав;;0;168.0
Водитель-экспедитор с личным грузовым автомобилем 3,5-5 тонн;Москва;Логист Сервис;400000.0;0;168.0
Логист-экспедитор;Норильск;Upstream Group;200000.0;3;168.0
Менеджер по логистике;Самара;Промстрой;;1;168.0
Логист в экспедиторскую компанию;Москва;АБС-Логистика;100000.0;1;168.0
Менеджер по логистике;Москва;Аксиос;150000.0;3;168.0
Логист по собственному транспорту / развитие экспедирования;Архангельск;логистическая компания г. Архангельск;100000.0;1;168.0
Логист-операционист;Бишкек;ОсОО Umai Group;;1;180.0
Логист ВЭД (со знанием английского языка);Казань;Оникс;170000.0;1;168.0
Специалист по логистике;Подольск (Московская область);Экс Морэ;86200.0;1;180.0
Менеджер по логистике и ВЭД;Владивосток;Клевер Лоджистик;105000.0;1;168.0
Диспетчер - Логист (собственный транспорт);Пушкино (Московская область);Транспортная Компания Технология Движения;;1;160.0
Логист;Новосибирск;Веза;60000.0;1;168.0
Менеджер по логистике;Алматы;NOMADS ROAD LOGISTICS;30000.0;0;
Логист по ВЭД/Международная логистика;Москва;Смарт Техникс;120000.0;3;168.0
Менеджер по логистике;Санкт-Петербург;Бигавтотранс;125000.0;1;178.5
Менеджер по логистике;Красноярск;Красноярский завод холодильников Бирюса;;1;168.0
Логист (международная логистика);Ташкент;LogisticTechnology;6930.0;1;168.0
Менеджер по логистике;Челябинск;Movehome;25000.0;0;
Диспетчер-логист транспортной компании;Санкт-Петербург;Свифт-Авто;5000.0;1;240.0
Менеджер по логистике (маршрутизация, д. Крекшино/Киевское ш);Москва;Лудинг;;1;168.0
Менеджер по логистике;Коломна (Московская область);Мегаполис;100000.0;1;168.0
Менеджер по логистике;Сенной (Краснодарский край);Агрофирма Южная;100000.0;1;168.0
Логист;Набережные Челны;Группа Бринэкс;80000.0;1;165.0
Менеджер по логистике;Бердск;СибАкадемТехнологии;65000.0;1;168.0
Менеджер по логистике (букинги);Новороссийск;ВнешКонТранс;100000.0;1;168.0
Менеджер по логистике;Калуга;ELMAT Group;;3;168.0
Специалист-логист по транспорту (Дмитровское шоссе);Долгопрудный (Московская область);Петрович, Строительный Торговый Дом;122000.0;1;165.0
Менеджер по логистике;Алматы;KTK SERVICE;;1;168.0
Менеджер по логистике;Москва;Роторика;;1;168.0
Менеджер по поставкам (логист) Wb/Ozon/Яндекс Маркет;Брянск;Богданов Рустем Фаритович;150000.0;1;168.0
Менеджер по логистике;Челябинск;Амега;70000.0;1;147.0
Логист;Санкт-Петербург;К-Транс;150000.0;1;168.0
Специалист по логистике;Москва;Deliver;130000.0;1;165.0
Менеджер по логистике;Краснодар;Агросплав;90000.0;3;168.0
Старший логист;Зеленоград;ГофроМир;;1;168.0
Менеджер по логистике;Ростов-на-Дону;Ростсельмаш;;1;168.0
Менеджер по логистике;Санкт-Петербург;Компания ПЭК;;1;168.0
